mag,Family,Genus
SHCC256A_bin.49,f__Acutalibacteraceae,g__Fimenecus
SHCC256A_bin.51,f__Erysipelotrichaceae,g__Merdibacter
SHCC256A_bin.52,f__Ruminococcaceae,g__RGIG3102
SHCC256A_bin.53,f__RUG14156,g__Galligastranaerophilus_A
SHCC256A_bin.59,f__Oscillospiraceae,g__Faecousia
SHCC256A_bin.6,f__Ruminococcaceae,g__Faecivivens
SHCC256A_bin.60,f__Rikenellaceae,g__Rikenella
SHCC256A_bin.63,f__Ruminococcaceae,g__Faecalibacterium
SHCC256A_bin.65,f__Borkfalkiaceae,g__Coproplasma
SHCC256A_bin.66,f__UBA932,g__Cryptobacteroides
SHCC256A_bin.67,f__Ruminococcaceae,g__Faecalibacterium
SHCC256A_bin.71,f__UBA932,g__Cryptobacteroides
SHCC256A_bin.72,f__UBA3700,g__Ornithoclostridium
SHCC256A_bin.73,f__Bacteroidaceae,g__Prevotella
SHCC256A_bin.78,f__Rs-D84,g__Enterousia
SHCC256A_bin.90,f__Tannerellaceae,g__Parabacteroides
SHCC256A_bin.94,f__Enterobacteriaceae,g__Escherichia
SHCC257A_bin.1,f__Tannerellaceae,g__Parabacteroides
SHCC257A_bin.11,f__UBA932,g__JAGCJX01
SHCC257A_bin.15,f__Ruminococcaceae,g__Faecalibacterium
SHCC257A_bin.16,f__Bacteroidaceae,g__Prevotella
SHCC257A_bin.17,f__Selenomonadaceae,g__Anaerovibrio
SHCC257A_bin.18,f__Elusimicrobiaceae,g__UBA1436
SHCC257A_bin.20,f__CAG-917,g__Limadaptatus
SHCC257A_bin.23,f__Ruminococcaceae,g__Anaerofilum
SHCC257A_bin.25,f__Acutalibacteraceae,g__Fimenecus
SHCC257A_bin.26,f__UBA660,g__Aphodocola
SHCC257A_bin.27,f__Anaerovoracaceae,g__Mogibacterium
SHCC257A_bin.3,f__Ruminococcaceae,g__Faecalibacterium
SHCC257A_bin.30,f__Selenomonadaceae,g__Megamonas
SHCC257A_bin.31,f__Desulfovibrionaceae,g__Desulfovibrio
SHCC257A_bin.34,f__Tannerellaceae,g__Parabacteroides
SHCC257A_bin.35,f__Bacteroidaceae,g__43-108
SHCC257A_bin.36,f__Elusimicrobiaceae,g__Avelusimicrobium
SHCC257A_bin.39,f__CAG-508,g__CAG-269
SHCC257A_bin.41,f__Acutalibacteraceae,g__Fimenecus
SHCC257A_bin.43,f__Sphaerochaetaceae,g__Ornithospirochaeta
SHCC257A_bin.44,f__Anaerotignaceae,g__Metalachnospira
SHCC257A_bin.45,f__Oscillospiraceae,g__Avoscillospira
SHCC257A_bin.46,f__Oscillospiraceae,g__Faecousia
SHCC257A_bin.48,f__Coprobacteraceae,g__Coprobacter
SHCC257A_bin.49,f__Bacteroidaceae,g__Alloprevotella
SHCC257A_bin.50,f__CALXOJ01,g__CALXOJ01
SHCC257A_bin.51,f__Succinivibrionaceae,g__Anaerobiospirillum
SHCC257A_bin.56,f__Oscillospiraceae,g__Enterenecus
SHCC257A_bin.7,f__UBA3700,g__Ornithoclostridium
SHCC258A_bin.1,f__Tannerellaceae,g__Parabacteroides
SHCC258A_bin.15,f__Akkermansiaceae,g__Akkermansia
SHCC258A_bin.17,f__Bacteroidaceae,g__Mediterranea
SHCC258A_bin.21,f__UBA3700,g__Ornithoclostridium
SHCC258A_bin.22,f__Rikenellaceae,g__Alistipes
SHCC258A_bin.23,f__Acutalibacteraceae,g__UBA1081
SHCC258A_bin.28,f__Gastranaerophilaceae,g__Limenecus
SHCC258A_bin.29,f__Anaerotignaceae,g__Metalachnospira
SHCC258A_bin.3,f__Paludibacteraceae,g__Gallipaludibacter
SHCC258A_bin.34,f__Oscillospiraceae,g__Vescimonas
SHCC258A_bin.41,f__Bacteroidaceae,g__Prevotella
SHCC258A_bin.42,f__Ruminococcaceae,g__Faecalibacterium
SHCC258A_bin.44,f__Tannerellaceae,g__Parabacteroides
SHCC258A_bin.45,f__Selenomonadaceae,g__Megamonas
SHCC258A_bin.46,f__Helicobacteraceae,g__Helicobacter_D
SHCC258A_bin.49,f__Barnesiellaceae,g__Barnesiella
SHCC258A_bin.5,f__Coprobacteraceae,g__Coprobacter
SHCC258A_bin.51,f__CAG-508,g__CAG-245
SHCC258A_bin.52,f__Oscillospiraceae,g__Avoscillospira
SHCC258A_bin.53,f__Muribaculaceae,g__Limisoma
SHCC258A_bin.55,f__CAG-917,g__Limadaptatus
SHCC258A_bin.58,f__UBA660,g__CAG-877
SHCC258A_bin.6,f__UBA3700,g__RACS-045
SHCC258A_bin.62,f__Fusobacteriaceae,g__Fusobacterium_A
SHCC259A_bin.1,f__Oscillospiraceae,g__Faecousia
SHCC259A_bin.11,f__RUG14156,g__Galligastranaerophilus_A
SHCC259A_bin.14,f__CALXOJ01,g__CALXOJ01
SHCC259A_bin.16,f__Bacteroidaceae,g__Paraprevotella
SHCC259A_bin.18,f__UBA1820,g__Merdimorpha
SHCC259A_bin.21,f__Ruminococcaceae,g__Faecalibacterium
SHCC259A_bin.22,f__Anaerovoracaceae,g__Gallibacter
SHCC259A_bin.23,f__Acutalibacteraceae,g__Ruminococcus_E
SHCC259A_bin.24,f__UBA660,g__Coprosoma
SHCC259A_bin.26,f__CAG-74,g__Limiplasma
SHCC259A_bin.28,f__Butyricicoccaceae,g__Agathobaculum
SHCC259A_bin.32,f__CAG-239,g__HGM16780
SHCC259A_bin.33,f__Oscillospiraceae,g__Lawsonibacter
SHCC259A_bin.36,f__Bacteroidaceae,g__Phocaeicola
SHCC259A_bin.37,f__UBA1242,g__Caccovivens
SHCC259A_bin.40,f__Tannerellaceae,g__Parabacteroides
SHCC259A_bin.41,f__UBA932,g__Cryptobacteroides
SHCC259A_bin.44,f__Ruminococcaceae,g__Faecalibacterium
SHCC259A_bin.46,f__UBA1242,g__CALWPI01
SHCC259A_bin.5,f__Muribaculaceae,g__Limisoma
SHCC259A_bin.52,f__Lachnospiraceae,g__Mediterraneibacter
SHCC259A_bin.58,f__Gastranaerophilaceae,g__Avigastranaerophilus
SHCC259A_bin.59,f__RUG14156,g__RUG14156
SHCC259A_bin.6,f__Acutalibacteraceae,g__Limousia
SHCC259A_bin.61,f__Rikenellaceae,g__Alistipes
SHCC259A_bin.62,f__Fusobacteriaceae,g__Fusobacterium_A
SHCC259A_bin.63,f__Ruminococcaceae,g__Faecalibacterium
SHCC259A_bin.67,f__UBA1242,g__Caccovivens
SHCC259A_bin.7,f__Gastranaerophilaceae,g__CALUVN01
SHCC259A_bin.70,f__Rikenellaceae,g__Alistipes_A
SHCC259A_bin.72,f__Oscillospiraceae,g__Scatomorpha
SHCC259A_bin.76,f__Tannerellaceae,g__Parabacteroides
SHCC259A_bin.79,f__Anaerotignaceae,g__Metalachnospira
SHCC259A_bin.8,f__Atopobiaceae,g__Thermophilibacter
SHCC259A_bin.86,f__Barnesiellaceae,g__Barnesiella
SHCC259A_bin.88,f__Ruminococcaceae,g__Faecivivens
SHCC259A_bin.9,f__Barnesiellaceae,g__Barnesiella
SHCC25A_bin.18,f__Bacteroidaceae,g__Mediterranea
SHCC25A_bin.22,f__CAG-508,g__CAG-273
SHCC25A_bin.24,f__Ruminococcaceae,g__JAFBIO01
SHCC25A_bin.28,f__Acidaminococcaceae,g__CAG-266
SHCC25A_bin.29,f__Tannerellaceae,g__Parabacteroides
SHCC25A_bin.30,f__UBA660,g__RUG11867
SHCC25A_bin.36,f__Bacteroidaceae,g__Phocaeicola
SHCC25A_bin.39,f__Acutalibacteraceae,g__Eubacterium_R
SHCC25A_bin.41,f__Oscillospiraceae,g__Faecousia
SHCC25A_bin.42,f__Rs-D84,g__Enterousia
SHCC25A_bin.54,f__UBA1242,g__UBA6345
SHCC25A_bin.56,f__Acutalibacteraceae,g__UMGS263
SHCC25A_bin.58,f__Rikenellaceae,g__Alistipes
SHCC25A_bin.6,f__Ruminococcaceae,g__Anaerofilum
SHCC25A_bin.62,f__UBA1820,g__Merdimorpha
SHCC25A_bin.63,f__Desulfovibrionaceae,g__Desulfovibrio
SHCC25A_bin.67,f__Tannerellaceae,g__Parabacteroides
SHCC25A_bin.68,f__UBA660,g__Onthousia
SHCC25A_bin.7,f__Oscillospiraceae,g__Pseudoflavonifractor_A
SHCC25A_bin.70,f__Ruminococcaceae,g__Faecalibacterium
SHCC25A_bin.73,f__Oscillospiraceae,g__Scatomorpha
SHCC25A_bin.75,f__Desulfovibrionaceae,g__Desulfovibrio
SHCC25A_bin.76,f__CAG-314,g__Heteroclostridium
SHCC25A_bin.78,f__UBA1242,g__CALVLZ01
SHCC25A_bin.80,f__Acidaminococcaceae,g__URXU01
SHCC25A_bin.82,f__Megasphaeraceae,g__Megasphaera
SHCC25A_bin.84,f__Ruminococcaceae,unknown
SHCC25A_bin.92,f__CAG-508,g__CAG-793
SHCC260A_bin.1,f__Tannerellaceae,g__Parabacteroides
SHCC260A_bin.10,f__Acutalibacteraceae,g__CAG-557
SHCC260A_bin.13,f__Bacteroidaceae,g__Avibacteroides
SHCC260A_bin.14,f__DTU072,g__Stercoripulliclostridium
SHCC260A_bin.15,f__Rikenellaceae,g__Avirikenella
SHCC260A_bin.18,f__Streptococcaceae,g__Streptococcus
SHCC260A_bin.23,f__P3,g__Pullibacteroides
SHCC260A_bin.24,f__Butyricicoccaceae,g__Butyricicoccus
SHCC260A_bin.25,f__Anaerotignaceae,g__Anaerotignum
SHCC260A_bin.26,f__CAG-508,g__Merdicola
SHCC260A_bin.3,f__Bacteroidaceae,g__Phocaeicola
SHCC260A_bin.31,f__CALXOJ01,g__CALXOJ01
SHCC260A_bin.34,f__Anaerotignaceae,g__Anaerotignum
SHCC260A_bin.38,f__UBA3700,g__Ornithoclostridium
SHCC260B_bin_with_2dai_data_bin.1,f__Brachyspiraceae,g__Brachyspira
SHCC260B_bin_with_2dai_data_bin.10,f__Bacteroidaceae,g__Paraprevotella
SHCC260B_bin_with_2dai_data_bin.13,f__Ruminococcaceae,g__Avimicrobium
SHCC260B_bin_with_2dai_data_bin.14,f__Lachnospiraceae,g__Faecalimonas
SHCC260B_bin_with_2dai_data_bin.15,f__Anaerotignaceae,g__Metalachnospira
SHCC260B_bin_with_2dai_data_bin.16,f__CAG-314,unknown
SHCC260B_bin_with_2dai_data_bin.18,f__Oscillospiraceae,g__Pseudoscilispira
SHCC260B_bin_with_2dai_data_bin.20,f__Acutalibacteraceae,g__Limousia
SHCC260B_bin_with_2dai_data_bin.25,f__CAG-314,unknown
SHCC260B_bin_with_2dai_data_bin.3,f__Burkholderiaceae_A,g__Aphodousia
SHCC260B_bin_with_2dai_data_bin.31,f__Rs-D84,g__Enterousia
SHCC260B_bin_with_2dai_data_bin.34,f__Ruminococcaceae,g__Negativibacillus
SHCC260B_bin_with_2dai_data_bin.35,f__Oscillospiraceae,g__CAJFPI01
SHCC260B_bin_with_2dai_data_bin.41,f__Bacteroidaceae,g__Phocaeicola
SHCC260B_bin_with_2dai_data_bin.42,f__Bacteroidaceae,g__Avibacteroides
SHCC260B_bin_with_2dai_data_bin.5,f__UBA1242,g__Caccovivens
SHCC260B_bin_with_2dai_data_bin.55,f__Desulfovibrionaceae,g__Desulfovibrio
SHCC260B_bin_with_2dai_data_bin.58,f__Desulfovibrionaceae,g__Desulfovibrio
SHCC260B_bin_with_2dai_data_bin.60,f__CAG-239,g__CAJLXD01
SHCC260B_bin_with_2dai_data_bin.63,f__Barnesiellaceae,g__Barnesiella
SHCC260B_bin_with_2dai_data_bin.66,f__Brachyspiraceae,g__Brachyspira
SHCC260B_bin_with_2dai_data_bin.69,f__Tannerellaceae,g__Parabacteroides
SHCC260B_bin_with_2dai_data_bin.9,f__Coprobacillaceae,g__Fimiplasma
SHCC260B_bin_with_3dai_data_bin.10,f__Bacteroidaceae,g__Avibacteroides
SHCC260B_bin_with_3dai_data_bin.20,f__Rikenellaceae,g__Avirikenella
SHCC260B_bin_with_3dai_data_bin.21,f__Selenomonadaceae,g__Megamonas
SHCC260B_bin_with_3dai_data_bin.22,f__Anaeroplasmataceae,g__CALUXS01
SHCC260B_bin_with_3dai_data_bin.36,f__Oscillospiraceae,g__Lawsonibacter
SHCC261A_bin.10,f__Lachnospiraceae,g__Mediterraneibacter
SHCC261A_bin.17,f__Erysipelotrichaceae,g__Bulleidia
SHCC261A_bin.2,f__Rs-D84,g__Enterousia
SHCC261A_bin.21,f__Tannerellaceae,g__Parabacteroides
SHCC261A_bin.22,f__Ruminococcaceae,g__Faecalibacterium
SHCC261A_bin.23,f__Ruminococcaceae,g__Ruthenibacterium
SHCC261A_bin.24,f__Acutalibacteraceae,g__Fimenecus
SHCC261A_bin.25,f__Muribaculaceae,g__Limisoma
SHCC261A_bin.30,f__Tannerellaceae,g__Parabacteroides
SHCC261A_bin.36,f__Mucispirillaceae,unknown
SHCC261A_bin.37,f__Treponemataceae,g__DXHG01
SHCC261A_bin.42,f__UBA1242,g__Caccovivens
SHCC261A_bin.45,f__Ruminococcaceae,g__RGIG3102
SHCC261A_bin.47,f__UBA660,g__Onthousia
SHCC261A_bin.48,f__UBA3700,g__RACS-045
SHCC261A_bin.49,f__Bacteroidaceae,g__43-108
SHCC261A_bin.5,f__Ruminococcaceae,g__Faecalibacterium
SHCC261A_bin.51,f__Bacteroidaceae,g__Avibacteroides
SHCC261A_bin.55,f__CAG-508,g__CALXUC01
SHCC261A_bin.56,f__Mucispirillaceae,g__Mucispirillum
SHCC261A_bin.58,f__Acutalibacteraceae,g__Acutalibacter
SHCC261A_bin.64,f__Bacteroidaceae,g__Prevotella
SHCC261A_bin.69,f__Ruminococcaceae,g__Faecivivens
SHCC261A_bin.7,f__P3,g__Pullibacteroides
SHCC261A_bin.71,f__Lachnospiraceae,g__Paralachnospira_A
SHCC261A_bin.74,f__Tannerellaceae,g__Parabacteroides
SHCC261A_bin.77,f__Oscillospiraceae,g__Faecousia
SHCC261A_bin.80,f__Ruminococcaceae,g__Negativibacillus
SHCC261A_bin.87,f__Butyricicoccaceae,g__Agathobaculum
SHCC262A_bin.12,f__Ruminococcaceae,g__RGIG3102
SHCC262A_bin.15,f__Borkfalkiaceae,g__Coproplasma
SHCC262A_bin.17,f__Fusobacteriaceae,g__Fusobacterium_A
SHCC262A_bin.18,f__CAG-508,g__CAG-245
SHCC262A_bin.2,f__Ruminococcaceae,g__Faecivivens
SHCC262A_bin.22,f__Tannerellaceae,g__Parabacteroides
SHCC262A_bin.23,f__Oscillospiraceae,g__Pseudoflavonifractor_A
SHCC262A_bin.25,f__UBA3700,g__RACS-045
SHCC262A_bin.28,f__Tannerellaceae,g__Parabacteroides
SHCC262A_bin.30,f__Selenomonadaceae,g__Megamonas
SHCC262A_bin.31,f__Succinivibrionaceae,g__CALXNP01
SHCC262A_bin.36,f__Ruminococcaceae,g__Faecalibacterium
SHCC262A_bin.37,f__Bacteroidaceae,g__43-108
SHCC262A_bin.40,f__P3,g__Pullibacteroides
SHCC262A_bin.41,f__CAG-917,g__CAG-917
SHCC262A_bin.44,f__Lachnospiraceae,g__Merdisoma
SHCC262A_bin.51,f__Barnesiellaceae,g__Barnesiella
SHCC262A_bin.54,f__Ruminococcaceae,g__Anaerofilum
SHCC262A_bin.60,f__Rs-D84,g__Enterousia
SHCC262A_bin.64,f__Ruminococcaceae,g__Faecalibacterium
SHCC262A_bin.65,f__Rikenellaceae,g__Alistipes_A
SHCC262A_bin.67,f__UBA1242,g__UBA5893
SHCC262A_bin.69,f__Acutalibacteraceae,g__Eubacterium_R
SHCC262A_bin.72,f__UBA3700,g__Ornithoclostridium
SHCC262A_bin.78,f__Acutalibacteraceae,g__RGIG9287
SHCC262A_bin.80,f__Bacteroidaceae,g__Prevotella
SHCC262A_bin.85,f__Acidaminococcaceae,g__CAG-266
SHCC262A_bin.87,f__Acidaminococcaceae,g__URXU01
SHCC262A_bin.88,f__Bacteroidaceae,g__Prevotella
SHCC262A_bin.89,f__UBA932,g__Cryptobacteroides
SHCC262A_bin.92,f__Enterobacteriaceae,g__Escherichia
SHCC262B_bin_with_2dai_data_bin.1,f__Brachyspiraceae,g__Brachyspira
SHCC262B_bin_with_2dai_data_bin.10,f__Rikenellaceae,g__Alistipes
SHCC262B_bin_with_2dai_data_bin.102,f__Acutalibacteraceae,g__Limousia
SHCC262B_bin_with_2dai_data_bin.109,f__Ruminococcaceae,g__RGIG3102
SHCC262B_bin_with_2dai_data_bin.111,f__Bacteroidaceae,g__UBA6398
SHCC262B_bin_with_2dai_data_bin.118,f__UBA932,g__Cryptobacteroides
SHCC262B_bin_with_2dai_data_bin.119,f__CAG-508,g__CAG-273
SHCC262B_bin_with_2dai_data_bin.14,f__Borkfalkiaceae,g__Coproplasma
SHCC262B_bin_with_2dai_data_bin.2,f__UBA932,g__Cryptobacteroides
SHCC262B_bin_with_2dai_data_bin.20,f__Erysipelotrichaceae,g__Merdibacter
SHCC262B_bin_with_2dai_data_bin.21,f__Fusobacteriaceae,g__Fusobacterium_A
SHCC262B_bin_with_2dai_data_bin.24,f__Lachnospiraceae,g__Merdisoma
SHCC262B_bin_with_2dai_data_bin.3,f__Barnesiellaceae,g__Barnesiella
SHCC262B_bin_with_2dai_data_bin.30,f__Gastranaerophilaceae,g__Scatenecus
SHCC262B_bin_with_2dai_data_bin.31,f__Ruminococcaceae,g__Faecalibacterium
SHCC262B_bin_with_2dai_data_bin.34,f__Megasphaeraceae,g__Megasphaera
SHCC262B_bin_with_2dai_data_bin.35,f__CAG-314,g__Heteroclostridium
SHCC262B_bin_with_2dai_data_bin.4,f__Ruminococcaceae,g__Anaerofilum
SHCC262B_bin_with_2dai_data_bin.40,f__Gastranaerophilaceae,g__UMGS1585
SHCC262B_bin_with_2dai_data_bin.41,f__Borkfalkiaceae,g__Coproplasma
SHCC262B_bin_with_2dai_data_bin.43,f__Butyricicoccaceae,g__Agathobaculum
SHCC262B_bin_with_2dai_data_bin.47,f__Borkfalkiaceae,g__Coproplasma
SHCC262B_bin_with_2dai_data_bin.5,f__UBA660,g__CAG-605
SHCC262B_bin_with_2dai_data_bin.50,f__Sphaerochaetaceae,g__Ornithospirochaeta
SHCC262B_bin_with_2dai_data_bin.53,f__Borkfalkiaceae,g__Coproplasma
SHCC262B_bin_with_2dai_data_bin.55,f__Ruminococcaceae,g__Faecalibacterium
SHCC262B_bin_with_2dai_data_bin.56,f__Lachnospiraceae,g__Fusicatenibacter
SHCC262B_bin_with_2dai_data_bin.62,f__Oscillospiraceae,g__Faecousia
SHCC262B_bin_with_2dai_data_bin.65,f__Lachnospiraceae,g__Mediterraneibacter
SHCC262B_bin_with_2dai_data_bin.75,f__Oscillospiraceae,g__Avoscillospira
SHCC262B_bin_with_2dai_data_bin.77,f__Helicobacteraceae,g__Helicobacter_G
SHCC262B_bin_with_2dai_data_bin.8,f__UBA932,g__Merdivivens
SHCC262B_bin_with_2dai_data_bin.85,f__Acutalibacteraceae,g__Eubacterium_R
SHCC262B_bin_with_2dai_data_bin.87,f__UBA660,g__Onthousia
SHCC262B_bin_with_2dai_data_bin.89,f__CAG-917,g__CAG-917
SHCC262B_bin_with_2dai_data_bin.90,f__Lachnospiraceae,g__Egerieimonas_A
SHCC262B_bin_with_2dai_data_bin.91,f__Gastranaerophilaceae,g__CAG-196
SHCC262B_bin_with_2dai_data_bin.92,f__Acutalibacteraceae,g__Eubacterium_R
SHCC262B_bin_with_2dai_data_bin.93,f__Anaerotignaceae,g__Metalachnospira
SHCC262B_bin_with_2dai_data_bin.94,f__Ruminococcaceae,g__Faecivivens
SHCC262B_bin_with_2dai_data_bin.95,f__Acutalibacteraceae,g__Fimenecus
SHCC262B_bin_with_2dai_data_bin.99,f__Muribaculaceae,g__Avimuribaculum
SHCC262B_bin_with_3dai_data_bin.20,f__Oscillospiraceae,g__Flavonifractor
SHCC262B_bin_with_3dai_data_bin.28,f__Gastranaerophilaceae,g__UMGS1585
SHCC262B_bin_with_3dai_data_bin.31,f__Succinivibrionaceae,g__Anaerobiospirillum
SHCC262B_bin_with_3dai_data_bin.35,f__Ruminococcaceae,g__Faecalibacterium
SHCC262B_bin_with_3dai_data_bin.36,f__Tannerellaceae,g__Parabacteroides
SHCC262B_bin_with_3dai_data_bin.41,f__Anaerotignaceae,g__Anaerotignum
SHCC262B_bin_with_3dai_data_bin.42,f__UBA1242,g__CALWPI01
SHCC262B_bin_with_3dai_data_bin.43,f__CAG-239,g__HGM16780
SHCC262B_bin_with_3dai_data_bin.51,f__Erysipelotrichaceae,g__JALEVB01
SHCC262B_bin_with_3dai_data_bin.54,f__Enterobacteriaceae,g__Escherichia
SHCC263A_bin.1,f__UBA660,g__Faecisoma
SHCC263A_bin.10,f__Ruminococcaceae,g__Gemmiger
SHCC263A_bin.11,f__Erysipelotrichaceae,g__Bulleidia
SHCC263A_bin.13,f__Oscillospiraceae,g__Scatomorpha
SHCC263A_bin.14,f__Barnesiellaceae,g__Barnesiella
SHCC263A_bin.16,f__Ruminococcaceae,g__Negativibacillus
SHCC263A_bin.17,f__CAG-917,g__Limadaptatus
SHCC263A_bin.2,f__Rs-D84,g__Enterousia
SHCC263A_bin.20,f__UBA1750,g__Spyradocola
SHCC263A_bin.21,f__Acutalibacteraceae,g__UBA737
SHCC263A_bin.23,f__Acutalibacteraceae,g__Eubacterium_R
SHCC263A_bin.27,f__Tannerellaceae,g__Parabacteroides
SHCC263A_bin.31,f__Acutalibacteraceae,g__UBA1081
SHCC263A_bin.33,f__Lachnospiraceae,g__Choladocola
SHCC263A_bin.34,f__Selenomonadaceae,g__Megamonas
SHCC263A_bin.38,f__Tannerellaceae,g__Parabacteroides
SHCC263A_bin.39,f__Oscillospiraceae,g__Scatomorpha
SHCC263A_bin.4,f__Bacteroidaceae,g__Paraprevotella
SHCC263A_bin.42,f__Akkermansiaceae,g__Akkermansia
SHCC263A_bin.47,f__Erysipelotrichaceae,g__Merdibacter
SHCC263A_bin.49,f__Anaerovoracaceae,g__Gallibacter
SHCC263A_bin.5,f__RUG14156,g__RUG14156
SHCC263A_bin.51,f__Acutalibacteraceae,g__UMGS263
SHCC263A_bin.52,f__Fusobacteriaceae,g__Fusobacterium_A
SHCC263A_bin.53,f__Oscillospiraceae,g__Vescimonas
SHCC263A_bin.54,f__Clostridiaceae,g__Clostridium
SHCC263A_bin.57,f__Bacteroidaceae,g__Avibacteroides
SHCC263A_bin.6,f__Ruminococcaceae,g__UBA3818
SHCC263A_bin.60,f__DTU072,g__Stercoripulliclostridium
SHCC263A_bin.61,f__Treponemataceae,g__DXHG01
SHCC263A_bin.62,f__Acutalibacteraceae,g__Limousia
SHCC263A_bin.64,f__Erysipelotrichaceae,g__Merdibacter
SHCC263A_bin.65,f__Ruminococcaceae,g__Faecalibacterium
SHCC263A_bin.66,f__CAG-508,g__CALXUC01
SHCC263A_bin.68,f__Acidaminococcaceae,g__URXU01
SHCC263A_bin.69,f__Elusimicrobiaceae,g__UBA1436
SHCC263A_bin.9,f__Paludibacteraceae,g__Gallipaludibacter
SHCC264A_bin.1,f__UBA1750,g__Spyradocola
SHCC264A_bin.103,f__Megasphaeraceae,g__Megasphaera
SHCC264A_bin.105,f__Bacteroidaceae,g__Prevotella
SHCC264A_bin.110,f__Erysipelotrichaceae,g__CALVGN01
SHCC264A_bin.112,f__Bacteroidaceae,g__Prevotella
SHCC264A_bin.12,f__Ruminococcaceae,g__Faecivivens
SHCC264A_bin.2,f__Ruminococcaceae,g__Faecalibacterium
SHCC264A_bin.20,f__DTU072,g__Stercoripulliclostridium
SHCC264A_bin.21,f__Oscillospiraceae,g__Limivicinus
SHCC264A_bin.3,f__Oscillospiraceae,g__Faecousia
SHCC264A_bin.30,f__Bacteroidaceae,g__43-108
SHCC264A_bin.31,f__Elusimicrobiaceae,g__UBA1436
SHCC264A_bin.35,f__Acutalibacteraceae,g__Acutalibacter
SHCC264A_bin.36,f__Acutalibacteraceae,g__Limousia
SHCC264A_bin.38,f__CAG-314,g__Limihabitans
SHCC264A_bin.4,f__Ruminococcaceae,g__RGIG3102
SHCC264A_bin.41,f__Anaerotignaceae,g__Anaerotignum
SHCC264A_bin.42,f__Oscillospiraceae,g__Scatomorpha
SHCC264A_bin.43,f__Acutalibacteraceae,g__Eubacterium_R
SHCC264A_bin.48,f__Butyricicoccaceae,g__SIG471
SHCC264A_bin.50,f__CAG-239,g__CAAFZY01
SHCC264A_bin.51,f__Ruminococcaceae,g__Faecalibacterium
SHCC264A_bin.54,f__Tannerellaceae,g__Parabacteroides
SHCC264A_bin.55,f__Bacteroidaceae,g__Phocaeicola
SHCC264A_bin.57,f__Fusobacteriaceae,g__Fusobacterium_A
SHCC264A_bin.58,f__Acidaminococcaceae,g__CAG-266
SHCC264A_bin.6,f__CAG-917,g__Limadaptatus
SHCC264A_bin.61,f__CAG-917,g__Limadaptatus
SHCC264A_bin.64,f__Lachnospiraceae,g__Mediterraneibacter
SHCC264A_bin.65,f__Synergistaceae,g__Caccocola
SHCC264A_bin.69,f__Anaerotignaceae,g__Metalachnospira
SHCC264A_bin.70,f__UBA932,g__Cryptobacteroides
SHCC264A_bin.71,f__Acutalibacteraceae,g__Fimenecus
SHCC264A_bin.72,f__Anaerotignaceae,g__Anaerotignum
SHCC264A_bin.74,f__CAG-508,g__CAG-269
SHCC264A_bin.79,f__CAG-239,g__HGM16780
SHCC264A_bin.8,f__Acutalibacteraceae,g__Eubacterium_R
SHCC264A_bin.82,f__Erysipelotrichaceae,g__Merdibacter
SHCC264A_bin.83,f__Ruminococcaceae,g__Negativibacillus
SHCC264A_bin.87,f__UBA660,g__RUG11867
SHCC264A_bin.88,f__CAG-508,unknown
SHCC264A_bin.95,f__CAG-508,g__CAG-269
SHCC264A_bin.97,f__Oscillospiraceae,g__Faecousia
SHCC264A_bin.99,f__Ruminococcaceae,g__Negativibacillus
SHCC265A_bin.12,f__Ruminococcaceae,g__Ruthenibacterium
SHCC265A_bin.13,f__Bacteroidaceae,g__Phocaeicola
SHCC265A_bin.14,f__Bacteroidaceae,g__Avibacteroides
SHCC265A_bin.15,f__Butyricicoccaceae,g__Butyricicoccus
SHCC265A_bin.17,f__Bacteroidaceae,g__Phocaeicola
SHCC265A_bin.18,f__Oscillospiraceae,g__Pseudoflavonifractor_A
SHCC265A_bin.19,f__Muribaculaceae,g__Limisoma
SHCC265A_bin.21,f__Bacteroidaceae,g__Mediterranea
SHCC265A_bin.22,f__Ruminococcaceae,g__Anaerofilum
SHCC265A_bin.26,f__Bacteroidaceae,g__Phocaeicola
SHCC265A_bin.28,f__Selenomonadaceae,g__Megamonas
SHCC265A_bin.3,f__Oscillospiraceae,g__Lawsonibacter
SHCC265A_bin.6,f__Tannerellaceae,g__Parabacteroides
SHCC265A_bin.7,f__Oscillospiraceae,g__Avoscillospira_A
SHCC265A_bin.8,f__Oscillospiraceae,g__Enterenecus
SHCC265A_bin.9,f__Ruminococcaceae,g__Anaerofilum
SHCC266B_bin.101,f__Tannerellaceae,g__Parabacteroides
SHCC266B_bin.11,f__Ruminococcaceae,g__Faecivivens
SHCC266B_bin.19,f__UBA1242,g__Caccovivens
SHCC266B_bin.2,f__Lachnospiraceae,g__Mediterraneibacter
SHCC266B_bin.20,f__Tannerellaceae,g__Parabacteroides
SHCC266B_bin.21,f__Bacteroidaceae,g__Phocaeicola
SHCC266B_bin.31,f__Anaerotignaceae,g__Metalachnospira
SHCC266B_bin.35,f__Butyricicoccaceae,g__Butyricicoccus
SHCC266B_bin.41,f__Acutalibacteraceae,g__Fimenecus
SHCC266B_bin.42,f__DTU072,g__Stercoripulliclostridium_A
SHCC266B_bin.45,f__Ruminococcaceae,g__RGIG3102
SHCC266B_bin.46,f__UBA932,g__Cryptobacteroides
SHCC266B_bin.47,f__Acutalibacteraceae,g__Limousia
