MGE_subtype,ARG,species,Sample
qacEdelta,qacEdelta1,s__unclassified Gammaproteobacteria species,FH206B
tniB,qacEdelta1,s__unclassified Gammaproteobacteria species,FH206B
tnpA,qacEdelta1,s__unclassified Gammaproteobacteria species,FH206B
qacEdelta,sul1,s__unclassified Gammaproteobacteria species,FH206B
tniB,sul1,s__unclassified Gammaproteobacteria species,FH206B
tnpA,sul1,s__unclassified Gammaproteobacteria species,FH206B
tnpA,aadA5,s__unclassified Enterobacterales species,FH206B
tnpA,dfrA17,s__unclassified Enterobacterales species,FH206B
tnpA,AAC(6')-IIa,s__Serratia marcescens,FH206B
tnpA,TEM-1,s__unclassified Enterobacteriaceae species,FH206B
tnpA,QnrS1,s__Klebsiella pneumoniae,FH206B
tnpA,QnrS1,s__Klebsiella pneumoniae,FH206B
tnpA,QnrS1,s__Klebsiella pneumoniae,FH206B
tnpA,QnrS1,s__Klebsiella pneumoniae,FH206B
tnpA,QnrS1,s__Klebsiella pneumoniae,FH206B
tnpA,QnrS1,s__Klebsiella pneumoniae,FH206B
tnpA,QnrS1,s__Klebsiella pneumoniae,FH206B
tnpA,tet(A),s__Klebsiella pneumoniae,FH206B
tnpA,tet(A),s__Klebsiella pneumoniae,FH206B
tnpA,tet(A),s__Klebsiella pneumoniae,FH206B
tnpA,tet(A),s__Klebsiella pneumoniae,FH206B
tnpA,APH(3')-Ia,s__Escherichia coli,FH206B
IS91,sul2,s__Salmonella enterica,FH206B
IS91,sul2,s__Salmonella enterica,FH206B
IS91,APH(3')-IIa,s__unclassified Enterobacteriaceae species,FH206B
tnpAIS50-A,APH(3')-IIa,s__unclassified Enterobacteriaceae species,FH206B
repUS12,ErmB,s__Enterococcus faecium,FH206B
tnpA,ErmB,s__Enterococcus faecium,FH206B
tnpA,fexB,s__Enterococcus faecalis,FH206B
rep13,Streptococcus suis chloramphenicol acetyltransferase,s__Streptococcus pasteurianus,FH206B
rep7,catA8,s__Enterococcus lactis,FH206B
tnpA,FosB3,s__unclassified Enterococcus species,FH206B
tnpA,TEM-1,s__unclassified Enterobacteriaceae species,FH221B
tnpA,TEM-1,s__unclassified Enterobacteriaceae species,FH221B
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,FH221B
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,FH221B
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,FH221B
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,FH221B
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,FH221B
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,FH221B
repUS12,ErmB,s__Enterococcus faecium,FH221B
tnpA,dfrA14,s__unclassified Enterobacteriaceae species,FH221B
intI1,dfrA17,s__Escherichia coli,FH221B
rep7,catA8,s__Enterococcus lactis,FH221B
tnpA,fexB,s__Enterococcus cecorum,FH221B
tnpA,FosB3,s__unclassified Enterococcus species,FH221B
tnpA,APH(6)-Id,s__unclassified Gammaproteobacteria species,FH221B
tnpA,tet(A),s__unclassified Gammaproteobacteria species,FH221B
tnpA,APH(3')-Ia,s__Escherichia coli,FH221B
qacEdelta,qacEdelta1,s__unclassified Enterobacteriaceae species,FH221B
tniB,qacEdelta1,s__unclassified Enterobacteriaceae species,FH221B
tnpA,qacEdelta1,s__unclassified Enterobacteriaceae species,FH221B
tnpA,qacEdelta1,s__unclassified Enterobacteriaceae species,FH221B
qacEdelta,sul1,s__unclassified Enterobacteriaceae species,FH221B
tniB,sul1,s__unclassified Enterobacteriaceae species,FH221B
tnpA,sul1,s__unclassified Enterobacteriaceae species,FH221B
tnpA,sul1,s__unclassified Enterobacteriaceae species,FH221B
rep13,Streptococcus suis chloramphenicol acetyltransferase,s__Streptococcus pasteurianus,FH221B
tnpA,ANT(9)-Ia,s__unclassified Lactobacillales species,FH227B
tnpA,tet(A),s__unclassified Bacteria species,FH227B
rep7,tet(K),s__Mammaliicoccus sciuri,FH227B
intI1,AAC(6')-Ib8,s__Enterobacter hormaechei,FH227B
intI1,arr-2,s__Enterobacter hormaechei,FH227B
tnpA,ErmB,s__Enterococcus faecium,FH227B
qacEdelta,qacL,s__unclassified Lysobacteraceae species,FH227B
qacEdelta,qacEdelta1,s__unclassified Bacteria species,FH227B
tniB,qacEdelta1,s__unclassified Bacteria species,FH227B
tnpA,qacEdelta1,s__unclassified Bacteria species,FH227B
qacEdelta,sul1,s__unclassified Bacteria species,FH227B
tniB,sul1,s__unclassified Bacteria species,FH227B
tnpA,sul1,s__unclassified Bacteria species,FH227B
tnpA,APH(3')-Ia,s__unclassified Bacteria species,FH227B
rep7,spd,s__Staphylococcus aureus,FH227B
rep7,catA8,s__Enterococcus faecium,FH227B
tnpA,APH(3'')-Ib,s__unclassified Enterobacterales species,FH227B
tnpA,APH(6)-Id,s__unclassified Enterobacterales species,FH227B
tnpA,tet(A),s__Escherichia coli,FH247A
tnpA,tet(A),s__Escherichia coli,FH247A
tnpA,fexA,s__Enterococcus faecium,FH247A
tnpA,Mef(En2),s__Bacteroides thetaiotaomicron,FH247A
tnpA,tet(45),s__Campylobacter sp. RM5004,FH247A
tnpA,tet(O),s__Campylobacter sp. RM5004,FH247A
Tn916,tet(M),s__Enterococcus faecalis,FH247A
Tn916,tet(M),s__Enterococcus faecalis,FH247A
Tn916,tet(M),s__Enterococcus faecalis,FH247A
qacEdelta,qacEdelta1,s__unclassified Bacteria species,FH247A
tniB,qacEdelta1,s__unclassified Bacteria species,FH247A
tnpA,qacEdelta1,s__unclassified Bacteria species,FH247A
qacEdelta,sul1,s__unclassified Bacteria species,FH247A
tniB,sul1,s__unclassified Bacteria species,FH247A
tnpA,sul1,s__unclassified Bacteria species,FH247A
tnpA,ANT(4')-Ia,s__unclassified Staphylococcus species,FH251B
tnpA,TEM-1,s__unclassified Enterobacteriaceae species,FH251B
tnpA,AAC(6')-Ie-APH(2'')-Ia bifunctional protein,s__Enterococcus cecorum,FH251B
tnpA,ANT(9)-Ia,s__Staphylococcus aureus,FH251B
qacEdelta,qacEdelta1,s__unclassified Bacteria species,FH251B
tniB,qacEdelta1,s__unclassified Bacteria species,FH251B
tnpA,qacEdelta1,s__unclassified Bacteria species,FH251B
qacEdelta,sul1,s__unclassified Bacteria species,FH251B
tniB,sul1,s__unclassified Bacteria species,FH251B
tnpA,sul1,s__unclassified Bacteria species,FH251B
tnpA,ErmB,s__Enterococcus faecium,FH251B
tnpA,fexA,s__Enterococcus faecium,FH251B
tnpA,tet(A),s__unclassified Bacteria species,FH251B
tnpA,tet(A),s__unclassified Bacteria species,FH251B
tnpA,tet(A),s__unclassified Bacteria species,FH251B
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,FH251B
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,FH251B
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,FH251B
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,FH251B
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,FH251B
tnpA,OXA-10,s__unclassified Enterobacteriaceae species,FH251B
tnpA,arr-3,s__unclassified Enterobacteriaceae species,FH251B
tnpA,cmlA5,s__unclassified Enterobacteriaceae species,FH251B
tnpA,dfrA14,s__unclassified Enterobacteriaceae species,FH251B
IS10,tet(B),s__Escherichia coli,FH251B
tnpA10,tet(B),s__Escherichia coli,FH251B
IS10,tet(R),s__Escherichia coli,FH251B
tnpA10,tet(R),s__Escherichia coli,FH251B
rep7,catA8,s__Enterococcus faecium,FH251B
repUS12,catA8,s__Enterococcus faecium,FH251B
IS91,sul2,s__unclassified Gammaproteobacteria species,FH287B
tnpA,APH(3')-Ia,s__Salmonella enterica,FH287B
tnpA,AAC(3)-IVa,s__Salmonella enterica,FH287B
tnpA,tet(45),s__Campylobacter jejuni,FH287B
tnpA,tet(O),s__Campylobacter jejuni,FH287B
tnpA,TEM-1,s__unclassified Klebsiella species,FH287B
tnpA,FosB3,s__unclassified Enterococcus species,FH287B
tnpA,cfrA,s__Lysinibacillus capsici,FH287B
qacEdelta,qacEdelta1,s__unclassified Pseudomonas species,FH287B
tniB,qacEdelta1,s__unclassified Pseudomonas species,FH287B
tnpA,qacEdelta1,s__unclassified Pseudomonas species,FH287B
qacEdelta,sul1,s__unclassified Pseudomonas species,FH287B
tniB,sul1,s__unclassified Pseudomonas species,FH287B
tnpA,sul1,s__unclassified Pseudomonas species,FH287B
rep7,catA8,s__Enterococcus lactis,FH287B
intI1,ANT(2'')-Ia,s__Pseudomonas sp. Z003-0.4C(8344-21),FH287B
tnpA,tet(C),s__Pseudomonas sp. Z003-0.4C(8344-21),FH287B
tnpA,tet(C),s__Pseudomonas sp. Z003-0.4C(8344-21),FH287B
IS10,tet(B),s__Escherichia coli,FH287B
tnpA10,tet(B),s__Escherichia coli,FH287B
IS10,tet(R),s__Escherichia coli,FH287B
tnpA10,tet(R),s__Escherichia coli,FH287B
tnpA,Streptococcus suis chloramphenicol acetyltransferase,s__Streptococcus pasteurianus,FH295A
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,FH295A
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,FH295A
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,FH295A
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,FH295A
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,FH295A
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,FH295A
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,FH295A
tnpA,OXA-10,s__unclassified Enterobacteriaceae species,FH295A
tnpA,arr-2,s__unclassified Enterobacteriaceae species,FH295A
tnpA,catB3,s__unclassified Enterobacteriaceae species,FH295A
tnpA,cmlA5,s__unclassified Enterobacteriaceae species,FH295A
tnpA,dfrA14,s__unclassified Enterobacteriaceae species,FH295A
tnpA,ErmB,s__Staphylococcus aureus,FH295A
tnpA,CTX-M-55,s__unclassified Enterobacteriaceae species,FH295A
tnpA,APH(3')-Ia,s__Escherichia coli,FH295A
tnpA,fexB,s__Enterococcus faecium,FH295A
tnpA,FosB3,s__Enterococcus faecium,FH295A
tnpA,tet(A),s__unclassified Bacteria species,FH295A
tnpA,poxtA,s__Ligilactobacillus salivarius,FH295A
tnpA,ErmF,s__Sphingobacterium sp. BN32,FH295A
tnpA,EstT,s__Sphingobacterium sp. BN32,FH295A
tnpA,OXA-347,s__Sphingobacterium sp. BN32,FH295A
qacEdelta,aadA2,s__unclassified Pseudomonadota species,FH295A
tnpA,aadA2,s__unclassified Pseudomonadota species,FH295A
qacEdelta,dfrA12,s__unclassified Pseudomonadota species,FH295A
tnpA,dfrA12,s__unclassified Pseudomonadota species,FH295A
qacEdelta,qacEdelta1,s__unclassified Pseudomonadota species,FH295A
tnpA,qacEdelta1,s__unclassified Pseudomonadota species,FH295A
qacEdelta,sul1,s__unclassified Pseudomonadota species,FH295A
tnpA,sul1,s__unclassified Pseudomonadota species,FH295A
IS91,sul2,s__Salmonella enterica,FH295A
rep7,catA8,s__Enterococcus faecium,FH295A
tnpA,TEM-1,s__Actinobacillus porcitonsillarum,FH295A
tnpA,TEM-1,s__Actinobacillus porcitonsillarum,FH295A
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,FH306B
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,FH306B
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,FH306B
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,FH306B
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,FH306B
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,FH306B
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,FH306B
tnpA,fexB,s__Enterococcus faecium,FH306B
qacEdelta,qacEdelta1,s__unclassified Bacteria species,FH306B
tniB,qacEdelta1,s__unclassified Bacteria species,FH306B
qacEdelta,sul1,s__unclassified Bacteria species,FH306B
tniB,sul1,s__unclassified Bacteria species,FH306B
tnpA,TEM-1,s__Escherichia coli,FH306B
tnpA,TEM-1,s__Escherichia coli,FH306B
tnpA,APH(3'')-Ib,s__Bacteroides salyersiae,FH306B
tnpA,APH(6)-Id,s__Bacteroides salyersiae,FH306B
tnpA,tet(A),s__Bacteroides salyersiae,FH306B
tnpA,CTX-M-55,s__unclassified Enterobacteriaceae species,FH306B
intI1,AAC(6')-Ib-cr6,s__Escherichia coli,FH306B
intI1,OXA-1,s__Escherichia coli,FH306B
intI1,arr-2,s__Escherichia coli,FH306B
intI1,catB3,s__Escherichia coli,FH306B
tnpA,ErmB,s__Enterococcus faecium,FH306B
tnpA,lsaE,s__Enterococcus faecium,FH306B
rep7,catA8,s__Enterococcus faecium,FH306B
repUS12,catA8,s__Enterococcus faecium,FH306B
tnpA1133,APH(3'')-Ib,s__Escherichia coli,FH323B
tnpA1133,APH(6)-Id,s__Escherichia coli,FH323B
rep7,catA8,s__Enterococcus faecium,FH323B
repUS12,catA8,s__Enterococcus faecium,FH323B
tnpA,TEM-1,s__Escherichia coli,FH323B
tnpA,dfrA1,s__Escherichia coli,FH323B
IS10,tet(B),s__Escherichia coli,FH323B
tnpA10,tet(B),s__Escherichia coli,FH323B
IS10,tet(R),s__Escherichia coli,FH323B
tnpA10,tet(R),s__Escherichia coli,FH323B
intI1,AAC(6')-Ib-cr6,s__Escherichia coli,FH323B
intI1,OXA-1,s__Escherichia coli,FH323B
intI1,OXA-10,s__Escherichia coli,FH323B
tnpA,OXA-10,s__Escherichia coli,FH323B
intI1,arr-2,s__Escherichia coli,FH323B
tnpA,arr-2,s__Escherichia coli,FH323B
intI1,catB3,s__Escherichia coli,FH323B
tnpA,catB3,s__Escherichia coli,FH323B
intI1,cmlA5,s__Escherichia coli,FH323B
tnpA,cmlA5,s__Escherichia coli,FH323B
tnpA,dfrA14,s__Escherichia coli,FH323B
rep13,Streptococcus suis chloramphenicol acetyltransferase,s__Streptococcus pasteurianus,FH323B
tnpA,fexB,s__Enterococcus faecium,FH323B
tnpA,aadA2,s__Klebsiella pneumoniae,FH323B
tnpA,dfrA12,s__Klebsiella pneumoniae,FH323B
tnpA,linG,s__Klebsiella pneumoniae,FH323B
tnpA,tet(A),s__unclassified Enterobacteriaceae species,FH323B
tnpA,Mrx,s__unclassified Enterobacteriaceae species,FH323B
tnpA,Mrx,s__unclassified Enterobacteriaceae species,FH323B
tnpA,mphA,s__unclassified Enterobacteriaceae species,FH323B
tnpA,mphA,s__unclassified Enterobacteriaceae species,FH323B
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,FH323B
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,FH323B
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,FH323B
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,FH323B
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,FH323B
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,FH323B
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,FH323B
qacEdelta,aadA5,s__unclassified Gammaproteobacteria species,FH323B
tniB,aadA5,s__unclassified Gammaproteobacteria species,FH323B
qacEdelta,dfrA17,s__unclassified Gammaproteobacteria species,FH323B
tniB,dfrA17,s__unclassified Gammaproteobacteria species,FH323B
qacEdelta,qacEdelta1,s__unclassified Gammaproteobacteria species,FH323B
tniB,qacEdelta1,s__unclassified Gammaproteobacteria species,FH323B
qacEdelta,sul1,s__unclassified Gammaproteobacteria species,FH323B
tniB,sul1,s__unclassified Gammaproteobacteria species,FH323B
tnpA,tet(Q),s__unclassified Bacteroides species,FH323B
tnpA,lnuG,s__Staphylococcus aureus,FH323B
intI1,aadA2,s__Escherichia coli,FH324B
intI1,dfrA12,s__Escherichia coli,FH324B
intI1,linG,s__Escherichia coli,FH324B
tnpA,APH(3')-Ia,s__unclassified Enterobacteriaceae species,FH324B
tnpAIS50-A,APH(3')-IIa,s__unclassified Enterobacteriaceae species,FH324B
IS91,sul2,s__Salmonella enterica,FH324B
tnpA,fexB,s__Enterococcus faecium,FH324B
tnpA,TEM-1,s__Escherichia coli,FH324B
tnpA,OXA-10,s__unclassified Enterobacteriaceae species,FH324B
tnpA,cmlA5,s__unclassified Enterobacteriaceae species,FH324B
tnpA,dfrA14,s__unclassified Enterobacteriaceae species,FH324B
istB,qacEdelta1,s__unclassified Gammaproteobacteria species,FH324B
qacEdelta,qacEdelta1,s__unclassified Gammaproteobacteria species,FH324B
istB,sul1,s__unclassified Gammaproteobacteria species,FH324B
qacEdelta,sul1,s__unclassified Gammaproteobacteria species,FH324B
tnpA,tet(A),s__unclassified Gammaproteobacteria species,FH324B
tnpA,tet(A),s__unclassified Gammaproteobacteria species,FH324B
tnpA,CTX-M-55,s__unclassified Enterobacteriaceae species,FH324B
tnpA,EstT,s__Parabacteroides goldsteinii,FH324B
tnpA,EstT,s__Parabacteroides goldsteinii,FH324B
tnpA,OXA-347,s__Parabacteroides goldsteinii,FH324B
tnpA,OXA-347,s__Parabacteroides goldsteinii,FH324B
rep7,catA8,s__Enterococcus faecium,FH324B
IS10,tet(B),s__Escherichia coli,FH324B
tnpA10,tet(B),s__Escherichia coli,FH324B
IS10,tet(R),s__Escherichia coli,FH324B
tnpA10,tet(R),s__Escherichia coli,FH324B
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,FH324B
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,FH324B
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,FH324B
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,FH324B
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,FH324B
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,FH324B
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,FH324B
rep13,Streptococcus suis chloramphenicol acetyltransferase,s__Streptococcus thermophilus,FH324B
tnpA,tet(C),s__Pseudomonas sp. Z003-0.4C(8344-21),FH326B
tnpA,tet(C),s__Pseudomonas sp. Z003-0.4C(8344-21),FH326B
tnpA,fexA,s__Enterococcus faecium,FH326B
rep7,catA8,s__Enterococcus lactis,FH326B
intI1,ANT(2'')-Ia,s__Escherichia coli,FH326B
tnpA,FosB3,s__unclassified Enterococcus species,FH326B
tnpA,cfrA,s__Parabacteroides goldsteinii,FH326B
tnpA,cfrA,s__Parabacteroides goldsteinii,FH326B
qacEdelta,qacEdelta1,s__unclassified Pseudomonas species,FH326B
tniB,qacEdelta1,s__unclassified Pseudomonas species,FH326B
tnpA,qacEdelta1,s__unclassified Pseudomonas species,FH326B
qacEdelta,sul1,s__unclassified Pseudomonas species,FH326B
tniB,sul1,s__unclassified Pseudomonas species,FH326B
tnpA,sul1,s__unclassified Pseudomonas species,FH326B
Tn916,clcD,s__Clostridium sp. C1,FH326B
intI1,ANT(2'')-Ia,s__Escherichia coli,FH328A
tnpA,TEM-1,s__unclassified Enterobacteriaceae species,FH328A
tnpA,TEM-1,s__unclassified Enterobacteriaceae species,FH328A
rep7,catA8,s__Enterococcus lactis,FH328A
qacEdelta,qacEdelta1,s__unclassified Pseudomonadota species,FH328A
tniB,qacEdelta1,s__unclassified Pseudomonadota species,FH328A
tnpA,qacEdelta1,s__unclassified Pseudomonadota species,FH328A
qacEdelta,sul1,s__unclassified Pseudomonadota species,FH328A
tniB,sul1,s__unclassified Pseudomonadota species,FH328A
tnpA,sul1,s__unclassified Pseudomonadota species,FH328A
tnpA,cfrA,s__Parabacteroides goldsteinii,FH328A
tnpA,cfrA,s__Parabacteroides goldsteinii,FH328A
tnpA,FosB3,s__unclassified Enterococcus species,FH328A
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,FH328A
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,FH328A
rep7,catA8,s__Enterococcus faecium,FH340B
tnpA,tet(A),s__unclassified Gammaproteobacteria species,FH340B
tnpA,FosB3,s__unclassified Enterococcus species,FH340B
qacEdelta,qacEdelta1,s__unclassified Bacteria species,FH340B
rep13,Streptococcus suis chloramphenicol acetyltransferase,s__Streptococcus thermophilus,FH340B
tnpA,APH(3')-IIIa,s__Staphylococcus aureus,FH74B
tnpA,ErmB,s__Staphylococcus aureus,FH74B
tnpA,SAT-4,s__Staphylococcus aureus,FH74B
tnpA,aad(6),s__Staphylococcus aureus,FH74B
Tn916,tet(M),s__Streptococcus pyogenes,FH74B
Tn916,tet(M),s__Streptococcus pyogenes,FH74B
Tn916,tet(M),s__Streptococcus pyogenes,FH74B
qacEdelta,qacEdelta1,s__Neomicrococcus aestuarii,FH74B
qacEdelta,sul1,s__Neomicrococcus aestuarii,FH74B
rep7,catA8,s__Enterococcus faecium,FH74B
tnpA,tet(B),s__Gallibacterium salpingitidis,FH74B
tnpA10,tet(B),s__Gallibacterium salpingitidis,FH74B
tnpA,tet(R),s__Gallibacterium salpingitidis,FH74B
tnpA10,tet(R),s__Gallibacterium salpingitidis,FH74B
tnpA,tet(A),s__unclassified Enterobacteriaceae species,FH93B
qacEdelta,aadA5,s__unclassified Actinomycetes species,FH93B
tniB,aadA5,s__unclassified Actinomycetes species,FH93B
tnpA,aadA5,s__unclassified Actinomycetes species,FH93B
qacEdelta,qacEdelta1,s__unclassified Actinomycetes species,FH93B
tniB,qacEdelta1,s__unclassified Actinomycetes species,FH93B
tnpA,qacEdelta1,s__unclassified Actinomycetes species,FH93B
qacEdelta,sul1,s__unclassified Actinomycetes species,FH93B
tniB,sul1,s__unclassified Actinomycetes species,FH93B
tnpA,sul1,s__unclassified Actinomycetes species,FH93B
tnpA,FosB3,s__Enterococcus faecium,FH93B
tnpA,fexA,s__Enterococcus faecium,FH93B
tnpA,fexA,s__Enterococcus faecium,FH93B
tnpA,OXA-347,s__Sphingobacterium sp. BN32,FH93B
Tn916,tet(M),s__Enterococcus faecalis,FH93B
Tn916,tet(M),s__Enterococcus faecalis,FH93B
Tn916,catA8,s__Enterococcus faecium,FH93B
Tn916,catA8,s__Enterococcus faecium,FH93B
Tn916,catA8,s__Enterococcus faecium,FH93B
Tn916,catA8,s__Enterococcus faecium,FH93B
Tn916,catA8,s__Enterococcus faecium,FH93B
rep7,catA8,s__Enterococcus faecium,FH93B
repUS12,catA8,s__Enterococcus faecium,FH93B
intI1,ErmX,s__Bifidobacterium pullorum,FH93B
intI1,aadA2,s__Bifidobacterium pullorum,FH93B
tnpA,tet(45),s__Staphylococcus aureus,FH95B
tnpA,fexA,s__Campylobacter jejuni,FH95B
tnpA,AAC(6')-Ie-APH(2'')-Ia bifunctional protein,s__Enterococcus faecalis,FH95B
tnpA,tet(A),s__Escherichia coli,FH95B
qacEdelta,qacEdelta1,s__unclassified Gammaproteobacteria species,FH95B
tnpA,qacEdelta1,s__unclassified Gammaproteobacteria species,FH95B
qacEdelta,sul1,s__unclassified Gammaproteobacteria species,FH95B
tnpA,sul1,s__unclassified Gammaproteobacteria species,FH95B
Tn916,tet(M),s__unclassified Bacteria species,FH95B
Tn916,tet(M),s__unclassified Escherichia species,FH95B
intI1,arr-2,s__Enterobacter hormaechei,FJY10A
qacEdelta,arr-2,s__Enterobacter hormaechei,FJY10A
intI1,dfrA12,s__Enterobacter hormaechei,FJY10A
qacEdelta,dfrA12,s__Enterobacter hormaechei,FJY10A
intI1,qacL,s__Enterobacter hormaechei,FJY10A
qacEdelta,qacL,s__Enterobacter hormaechei,FJY10A
tnpA,FosA3,s__unclassified Enterobacteriaceae species,FJY10A
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,FJY10A
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,FJY10A
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,FJY10A
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,FJY10A
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,FJY10A
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,FJY10A
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,FJY10A
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,FJY10A
tnpA2,CTX-M-65,s__Escherichia coli,FJY10A
rep7,catA8,s__Enterococcus lactis,FJY10A
tnpA,APH(3')-IIa,s__unclassified Enterobacteriaceae species,FJY10A
tnpAIS50-A,APH(3')-IIa,s__unclassified Enterobacteriaceae species,FJY10A
rep22,ErmC,s__Staphylococcus aureus,FJY10A
qacEdelta,aadA5,s__unclassified Gammaproteobacteria species,FJY10A
qacEdelta,dfrA17,s__unclassified Gammaproteobacteria species,FJY10A
qacEdelta,qacEdelta1,s__unclassified Gammaproteobacteria species,FJY10A
qacEdelta,sul1,s__unclassified Gammaproteobacteria species,FJY10A
tnpA,tet(A),s__unclassified Bacteria species,FJY10A
IS26,dfrA14,s__unclassified Enterobacteriaceae species,FJY10A
tnpA,AAC(3)-IVa,s__unclassified Bacteria species,FJY10A
tnpA,AAC(3)-IVa,s__unclassified Bacteria species,FJY10A
tnpA,APH(4)-Ia,s__unclassified Bacteria species,FJY10A
tnpA,APH(4)-Ia,s__unclassified Bacteria species,FJY10A
Tn916,tet(M),s__Enterococcus cecorum,FJY10A
Tn916,tet(M),s__Enterococcus cecorum,FJY10A
Tn916,tet(M),s__Enterococcus cecorum,FJY10A
tnpA,FosB3,s__Enterococcus cecorum,FJY10A
